input_id,resolved_siret,official_name,confidence_score,match_method,alternatives,found_website,found_address,found_phone,found_email,country,city,postal_code,search_method,error
40ELITEFRUIT,37912144500041,ELITE FRUITS,1.0,DIRECT_ID,[],,,,,,,,,
40ELQUI00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40EMBRUNS000,42862169200014,LA MER,1.0,DIRECT_ID,[],,,,,,,,,
40EMYSERVICE,,,0.0,NOT_FOUND,[],,,,,,,,,
40ENTHALPIA0,70202151000202,MENWAY EMPLOI IDF,1.0,DIRECT_ID,[],,,,,,,,,
40ENTHALPIAS,44081559500309,ENTHALPIA SUD OUEST,1.0,DIRECT_ID,[],,,,,,,,,
40ENTRE2MERS,,,0.0,NOT_FOUND,[],,,,,,,,,
40EPMCONNECT,,,0.0,NOT_FOUND,[],,,,,,,,,
40ERIKTR0000,39797709100032,ERIKTRANS,0.95,STRICT_LOCAL,[],,,,,,,,,
40ESAT000000,78553462900049,A R P E I,1.0,DIRECT_ID,[],,,,,,,,,
40ESCANDE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40ESTIVI0000,38397199100013,PRIMEVER TOURS,1.0,DIRECT_ID,[],,,,,,,,,
40ESTIVIN000,38366955300018,ESTIVIN GROUPE HOLDING FINANCE,1.0,DIRECT_ID,[],,,,,,,,,
40ETAVE00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40ETIQUETTEA,,,0.0,NOT_FOUND,[],,,,,,,,,
40EUREKABUR0,81341719300030,EUREKA BUREAUTIQUE,0.95,STRICT_LOCAL,[],,,,,,,,,
40EURLSTM000,81211448600010,SERVICES TRANSPORTS MANUTENTION,1.0,DIRECT_ID,[],,,,,,,,,
40EUROCLEAN0,,,0.0,NOT_FOUND,[],,,,,,,,,
40EUROFI0000,42319089100022,EUROFINS ANALYTICS FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40EUROFINAGR,42319089100022,EUROFINS ANALYTICS FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40EUROFINMIC,,,0.0,NOT_FOUND,[],,,,,,,,,
40EUROLO0000,39318317300011,EUROLOGISTIC PROVENCE,0.95,STRICT_LOCAL,[],,,,,,,,,
40EUROSUD000,,,0.0,NOT_FOUND,[],,,,,,,,,
40EUROVESTIA,,,0.0,NOT_FOUND,[],,,,,,,,,
40EVARISK000,81217018100018,OVALIS,0.95,STRICT_LOCAL,[],,,,,,,,,
40EVENEM0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40EXOFRUTAS0,91053892500017,EXOFRUTAS,0.95,STRICT_LOCAL,[],,,,,,,,,
40FAST000000,80528250600015,FA SERVICE TRANSPORT,1.0,DIRECT_ID,[],,,,,,,,,
40FB00000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FCOMEX0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FDREMB0000,32078762500039,FDR EMBALLAGES,1.0,DIRECT_ID,[],,,,,,,,,
40FEDEX00000,,,,,,,,,,,,,,OutOfMemoryException: Out of Memory Error: Allocation failure
40FENWIC0000,34893638600526,FENWICK-LINDE,0.6,GEMINI_ARBITER,"[""85119830900011""]",,,,,,,,,
40FERALCO000,,,,,,,,,,,,,,OutOfMemoryException: Out of Memory Error: Allocation failure
40FERMATELEC,,,,,,,,,,,,,,OutOfMemoryException: Out of Memory Error: Allocation failure
40FERTIVERT0,44497922300013,FERTIVERT,1.0,DIRECT_ID,[],,,,,,,,,
40FIDUCI0000,55207230800067,GROUPE REVUE FIDUCIAIRE,1.0,DIRECT_ID,[],,,,,,,,,
40FILHET0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FILOR00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FILPAC0000,30995502900041,FILPACK,0.95,STRICT_LOCAL,[],,,,,,,,,
40FLEMBALL00,,,0.0,NOT_FOUND,[],,,,,,,,,
40FLEUR00000,31491098500071,FLOWER SYSTEMS,1.0,DIRECT_ID,[],,,,,,,,,
40FLEXOCOLOR,32924566600030,FLEXOCOLOR,1.0,DIRECT_ID,[],,,,,,,,,
40FLV0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FORNEL0000,73182005600075,FORNEL FRERES,1.0,DIRECT_ID,[],,,,,,,,,
40FOURNIE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FRANCEFOOD,31613712400046,FRANCE FOOD,1.0,DIRECT_ID,[],,,,,,,,,
40FRANCEPROT,79160310300023,FRANCE PROTECTION FOUDRE,1.0,DIRECT_ID,[],,,,,,,,,
40FRANIMCOM0,,,,,,,,,,,,,,OutOfMemoryException: Out of Memory Error: Allocation failure
