input_id,resolved_siret,official_name,confidence_score,match_method,alternatives,found_website,found_address,found_phone,found_email,country,city,postal_code,search_method,error
40FRANK00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FREEMOVE00,,,0.0,NOT_FOUND,[],,,,,,,,,
40FRERET0000,,,,,,,,,,,,,,OutOfMemoryException: Out of Memory Error: Allocation failure
40FRESHLOG00,,,,,,,,,,,,,,OutOfMemoryException: Out of Memory Error: Allocation failure
40FRIGOR0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FRUCTI0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40FRUIDO0000,56208974800395,FRUIDOR,1.0,DIRECT_ID,[],,,,,,,,,
40FRUITALIES,81103876900014,FRUITALIES,0.95,STRICT_LOCAL,[],,,,,,,,,
40FRUITCOM00,49392738800022,888 FRUIT COMPANY,1.0,DIRECT_ID,[],,,,,,,,,
40GABIN00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GAEC000000,39068712700014,SCEA DU BOSC-BARRAT,1.0,DIRECT_ID,[],,,,,,,,,
40GAIAINTER0,37933294300024,HA INTERNATIONAL,0.95,STRICT_LOCAL,[],,,,,,,,,
40GALILEEEXP,53870390100040,GALILEE - EXPORT AGRICULTURAL COOPERATIVE SOCIETY LTD,1.0,DIRECT_ID,[],,,,,,,,,
40GARAGESIGH,43788894400026,GARAGE SIGHINOLFI,0.9,CALCULATED,[],,,,,,,,,
40GASCOOP000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GAUDIO0000,31755278400041,SA DEL GAUDIO,1.0,DIRECT_ID,[],,,,,,,,,
40GBS0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GENFA00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GERBAU0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GIPAC00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GIRODMEDIC,,,0.0,NOT_FOUND,[],,,,,,,,,
40GLOBALANIM,,,0.0,NOT_FOUND,[],,,,,,,,,
40GLOBALPRES,,,0.0,NOT_FOUND,[],,,,,,,,,
40GLOBE00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GMT1300000,91214036500012,GMT 13,1.0,DIRECT_ID,[],,,,,,,,,
40GOEMBA0000,42954041200013,GO EMBAL PLATEAUX CARTON,1.0,DIRECT_ID,[],,,,,,,,,
40GOSTICK000,44236162200016,GO'STICK,1.0,DIRECT_ID,[],,,,,,,,,
40GOWLING000,52269560000026,GOWLING WLG FRANCE AARPI,1.0,DIRECT_ID,[],,,,,,,,,
40GRAFFIK000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GRANDHOTEL,,,0.0,NOT_FOUND,[],,,,,,,,,
40GREEN2SN00,92067258100013,GREEN 2 SL,0.95,STRICT_LOCAL,[],,,,,,,,,
40GREENCABAN,79898911700014,THE GREEN CABANA,1.0,DIRECT_ID,[],,,,,,,,,
40GROUPAMA00,34311513500109,CAISSE NATIONALE DE REASSURANCE MUTUELLE AGRICOLE GROUPAMA,0.5,CALCULATED,[],,,,,,,,,
40GROUPEGRAP,48756902200063,GRAPHILYS,1.0,DIRECT_ID,[],,,,,,,,,
40GROUPEINDU,,,0.0,NOT_FOUND,[],,,,,,,,,
40GS10000000,30554567500046,GS1 FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40GSE0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40GUANTER000,64420078400028,GUANTER RODRIGUEZ,1.0,DIRECT_ID,[],,,,,,,,,
40GUIBERTTRA,37809774500020,GUIBERT TRANSPORTS,0.95,STRICT_LOCAL,[],,,,,,,,,
40GUIDEZ0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40H2EAUX0000,34439436600019,H2EAUX SOLUTIONS,1.0,DIRECT_ID,[],,,,,,,,,
40HALLS00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40HALLSFRANC,,,0.0,NOT_FOUND,[],,,,,,,,,
40HAMBURGFRA,,,0.0,NOT_FOUND,[],,,,,,,,,
40HAPAG00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40HEINTZ0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40HELFER0000,30249189900068,GEORGES HELFER SAS FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40HM DISTRIB,,,0.0,NOT_FOUND,[],,,,,,,,,
40HM00000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40HOLI000000,40486661800030,ALTITUDE,1.0,DIRECT_ID,[],,,,,,,,,
40ICODIA0000,43247863400046,ICODIA,1.0,DIRECT_ID,[],,,,,,,,,
40ICONE00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40IDAL000000,40920967300022,IDAL,1.0,DIRECT_ID,[],,,,,,,,,
40IDFEXPRESS,75038860500024,KIM EXPRESS,0.95,STRICT_LOCAL,[],,,,,,,,,
40IFCO000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40IMAGO00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40IMPACKT000,,,0.0,NOT_FOUND,[],,,,,,,,,
40IMSCLOUD00,34415476000054,INFORMATIQUE MARKETING SYSTEM,1.0,DIRECT_ID,[],,,,,,,,,
40INDIANA000,,,0.0,NOT_FOUND,[],,,,,,,,,
40INFOFR0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40INFRONT000,,,0.0,NOT_FOUND,[],,,,,,,,,
40INGETOUR00,,,0.0,NOT_FOUND,[],,,,,,,,,
40INOVACOM00,,,0.0,NOT_FOUND,[],,,,,,,,,
40INPACO0000,33478531800018,INPACO SARL,1.0,DIRECT_ID,[],,,,,,,,,
40INTERFEL00,,,0.0,NOT_FOUND,[],,,,,,,,,
40INTERPROVE,,,0.0,NOT_FOUND,[],,,,,,,,,
40IPAM000000,48047662100010,IPAM INDUSTRIE,1.0,DIRECT_ID,[],,,,,,,,,
40IRISCONTRO,,,0.0,NOT_FOUND,[],,,,,,,,,
40ISLAND0000,47757756300026,TROPIC ISLAND,1.0,DIRECT_ID,[],,,,,,,,,
40ISOGARD000,,,0.0,NOT_FOUND,[],,,,,,,,,
40ISOR000000,84484140300034,ISOR EXPLOITATION,1.0,DIRECT_ID,[],,,,,,,,,
40ITD0000000,39019334000044,I.T.D INTERNATIONAL TRANSPORT DOS SANTOS,1.0,DIRECT_ID,[],,,,,,,,,
40ITPRECY000,,,0.0,NOT_FOUND,[],,,,,,,,,
40JCFRANCE00,41374604100024,J C FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40JCN0000000,80245318300013,TRANS JCN,1.0,DIRECT_ID,[],,,,,,,,,
40JFIMPR0000,35060157100044,JF IMPRESSIONS,1.0,DIRECT_ID,[],,,,,,,,,
40JOANNESDIS,53931228000024,JOANNES DISTRIBUTION,1.0,DIRECT_ID,[],,,,,,,,,
40JOBAGROALI,30324182200012,ASS EMPLOI CADRE INGENIEUR TECH AGRICUL,1.0,DIRECT_ID,[],,,,,,,,,
40JOMA000000,47914454500023,JOMA,1.0,DIRECT_ID,[],,,,,,,,,
40JPCETIQUET,81862348000014,JPC ETIQUETTES,1.0,DIRECT_ID,[],,,,,,,,,
40JPECSERVIC,95335021200015,J.PEC SERVICES,1.0,DIRECT_ID,[],,,,,,,,,
40JULIELESAI,,,0.0,NOT_FOUND,[],,,,,,,,,
40JUNG000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40JURINE0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40JURIT00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40JUVISY0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40KALHYGE000,97150357800397,KALHYGE 1,0.95,STRICT_LOCAL,[],,,,,,,,,
40KANTAR0000,34022272800032,CSE KANTAR,0.6,CALCULATED,[],,,,,,,,,
40KATOPE0000,31847752800117,GREENYARD FRESH FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40KERSIA0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40KISSAO0000,79965110400025,KISSAO,1.0,DIRECT_ID,[],,,,,,,,,
40KIWA000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40KOLLAPERPI,81295845200029,CONSORTIUM FRESH NATURE,1.0,DIRECT_ID,[],,,,,,,,,
40KRC0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LABAEYE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LABDEPARTG,,,0.0,NOT_FOUND,[],,,,,,,,,
40LABELSTICK,43287298400021,LABEL STICK,0.95,STRICT_LOCAL,[],,,,,,,,,
40LABOHUMEAU,,,0.0,NOT_FOUND,[],,,,,,,,,
40LACOUR0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LACOUREXOT,84513635700017,LACOUR EXOTIC INTERNATIONAL,1.0,DIRECT_ID,[],,,,,,,,,
40LACOURPER0,,,0.0,NOT_FOUND,[],,,,,,,,,
40LAGENCEM00,,,0.0,NOT_FOUND,[],,,,,,,,,
40LAMAREE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LANIS00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LAPEY00000,49384507700012,LAPEYRE LOGISTIQUE,1.0,DIRECT_ID,[],,,,,,,,,
40LAPOSTE000,35600000000048,LA POSTE,1.0,DIRECT_ID,[],,,,,,,,,
40LARUCHE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LATINA0000,82030486300021,LATINA QUALITY FOODS FRANCE,0.95,STRICT_LOCAL,[],,,,,,,,,
40LAURANCE00,,,0.0,NOT_FOUND,[],,,,,,,,,
40LAURELEC00,,,0.0,NOT_FOUND,[],,,,,,,,,
40LAURENTPAS,,,0.0,NOT_FOUND,[],,,,,,,,,
40LCBFOOD000,68665027600054,LCB FOOD SAFETY,1.0,DIRECT_ID,[],,,,,,,,,
40LEBLAN0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LEBLANC000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LECABANON0,38747656700012,SCA LE CABANON,1.0,DIRECT_ID,[],,,,,,,,,
40LECERFPUBL,,,0.0,NOT_FOUND,[],,,,,,,,,
40LECHENE000,38504202300031,LE CHENE,1.0,DIRECT_ID,[],,,,,,,,,
40LEFEBVRE00,,,0.0,NOT_FOUND,[],,,,,,,,,
40LEFEBVREOL,,,0.0,NOT_FOUND,[],,,,,,,,,
40LEGROS0000,49798852700022,DEMENAGEMENTS LEGROS FILS,1.0,DIRECT_ID,[],,,,,,,,,
40LESATELIER,52921833100021,LES ATELIERS BRETONS SOLIDAIRES,1.0,DIRECT_ID,[],,,,,,,,,
40LESCALEDES,84948484500011,L'ESCALE DES ALPILLES,1.0,DIRECT_ID,[],,,,,,,,,
40LESECHOS00,,,0.0,NOT_FOUND,[],,,,,,,,,
40LETRANSPOR,,,0.0,NOT_FOUND,[],,,,,,,,,
40LETTRESADH,,,0.0,NOT_FOUND,[],,,,,,,,,
40LEVESQ0000,41832195600124,CABINET LEVESQUE,1.0,DIRECT_ID,[],,,,,,,,,
40LIDL000000,34326262204901,LIDL,1.0,DIRECT_ID,[],,,,,,,,,
40LIGNE2MIRE,,,0.0,NOT_FOUND,[],,,,,,,,,
40LINCOLN000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LINK000000,53887894300025,LINK INTERIM,0.95,STRICT_LOCAL,[],,,,,,,,,
40LINKCAV000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LINKCORBEI,,,0.0,NOT_FOUND,[],,,,,,,,,
40LMF0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LOCAFONTAI,51015678900016,LOCAFONTAINE,1.0,DIRECT_ID,[],,,,,,,,,
40LOCOTRANS0,,,0.0,NOT_FOUND,[],,,,,,,,,
40LOGICBOX00,,,0.0,NOT_FOUND,[],,,,,,,,,
40LOGICOLIS0,89779941700018,LOGICOLIS,0.95,STRICT_LOCAL,[],,,,,,,,,
40LOGICOR000,,,0.0,NOT_FOUND,"[""80241789900035"", ""80243906700033"", ""80243913300033"", ""80243924000036"", ""80243928100030""]",,,,,,,,,
40LOIK000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LOPEZ00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LPR0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LRBIO00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LSA0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LTA0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LUMIERE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LVFRUIT000,,,0.0,NOT_FOUND,[],,,,,,,,,
40LYRECO0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MACEO00000,84490949900015,MACEO PRIMEURS,1.0,DIRECT_ID,[],,,,,,,,,
40MADRIR0000,48491791900058,MADRIR,0.9,CALCULATED,[],,,,,,,,,
40MAGHEN0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MAINFREIGH,38272356700055,MAINFREIGHT FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40MAISONJD00,,,0.0,NOT_FOUND,[],,,,,,,,,
40MANASOFT00,,,0.0,NOT_FOUND,[],,,,,,,,,
40MANGANA000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MANITEX000,50849595900027,MANITEX,1.0,CALCULATED,[],,,,,,,,,
40MANKO00000,88203447300026,MANKO,0.8,CALCULATED,[],,,,,,,,,
40MANO000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MANOVAD000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MANPLUS000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MANUTAN000,33466885200042,MANUTAN,1.0,DIRECT_ID,[],,,,,,,,,
40MARCOT0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MARFRET000,33983417800016,CIE MARITIME MARFRET,1.0,DIRECT_ID,[],,,,,,,,,
40MARKPAGE00,49981568600039,MARKPAGE,1.0,DIRECT_ID,[],,,,,,,,,
40MATCH00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MATISERE00,47928612200029,MATISERE,1.0,DIRECT_ID,[],,,,,,,,,
40MAUVERS000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MAVISH0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MAXHAVELAA,,,0.0,NOT_FOUND,[],,,,,,,,,
40MAXI000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MAXIBURO00,40445149400045,MAXIBURO,1.0,DIRECT_ID,[],,,,,,,,,
40MC2PSYSTEM,92939269400014,MC2P - SYSTEM,1.0,DIRECT_ID,[],,,,,,,,,
40MCBATIMENT,,,0.0,NOT_FOUND,"[""31006901800086"", ""31006901800045""]",,,,,,,,,
40MCGESTION0,51062583300015,MC GESTION,1.0,DIRECT_ID,[],,,,,,,,,
40MCTH000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MDSDISTRIB,,,0.0,NOT_FOUND,[],,,,,,,,,
40MEDESSOR00,49964751900010,MED' ESSOR FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40MEDISAFE00,51956776200058,911,1.0,DIRECT_ID,[],,,,,,,,,
40MEHADRIN00,41034895700029,MEHADRIN INTERNATIONAL,1.0,DIRECT_ID,[],,,,,,,,,
40MERIAL0000,34523974300072,MERIAL,0.8,CALCULATED,[],,,,,,,,,
40MESGUE0000,32076016800056,TRANSPORTS J.H MESGUEN,1.0,DIRECT_ID,[],,,,,,,,,
40MESURE0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40METAF00000,34939886700037,METAF,1.0,DIRECT_ID,[],,,,,,,,,
40MFRUITS000,51963291300033,M FRUITS,0.95,STRICT_LOCAL,[],,,,,,,,,
40MGD0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MILES00000,39909847400030,MILES IMPORT,1.0,DIRECT_ID,[],,,,,,,,,
40MOBINOX000,40357329800011,MOB INOX,1.0,DIRECT_ID,[],,,,,,,,,
40MONLOU0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MONOPR0000,,,0.0,NOT_FOUND,"[""00572060200043"", ""80760875700025"", ""77570560102832"", ""55201802001808"", ""55208329701141""]",,,,,,,,,
40MONSTER000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MOOREA0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MORATAL000,,,0.0,NOT_FOUND,[],,,,,,,,,
40MOREL00000,50499313000021,,1.0,DIRECT_ID,[],,,,,,,,,
40MSCFRANCE0,39054982200026,MSC - MEDITERRANEAN SHIPPING COMPANY FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40MUSEEOPI00,79096537000014,COUTELLERIE DE SAVOIE,1.0,DIRECT_ID,[],,,,,,,,,
40MYPE000000,84162546000040,MYPE,1.0,CALCULATED,[],,,,,,,,,
40MYWAY00000,81277055000026,MY WAY LOGISTICS,0.95,STRICT_LOCAL,[],,,,,,,,,
40N2C0000000,,,0.0,NOT_FOUND,"[""87833979500014""]",,,,,,,,,
40NATURALVI0,42871999100021,NATURALVI,0.7,CALCULATED,[],,,,,,,,,
40NATVIALARS,,,0.0,NOT_FOUND,[],,,,,,,,,
40NCISRUNGIS,53434272000016,NOUVELLE COMPAGNIE INDUSTRIELLE DE SERVICES RUNGIS,1.0,DIRECT_ID,[],,,,,,,,,
40NEOPOS0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40NEOVIGIE00,82423957800019,NEOVIGIE,1.0,DIRECT_ID,[],,,,,,,,,
40NERGECO000,79941373700013,NERGECO PRODUCTION,0.6,CALCULATED,[],,,,,,,,,
40NESPR00000,38259782100737,NESPRESSO FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40NESSEMBALL,90080552400015,NESS EMBALLAGES,1.0,DIRECT_ID,[],,,,,,,,,
40NESSPACK00,90080552400015,NESS EMBALLAGES,1.0,DIRECT_ID,[],,,,,,,,,
40NETA000000,44951047800067,NETA,1.0,DIRECT_ID,[],,,,,,,,,
40NEUBAUER00,,,0.0,NOT_FOUND,[],,,,,,,,,
40NEXTRI0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40NOELLEGAUD,48026601400459,VYV3 ILE-DE-FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40NORDNET000,,,0.0,NOT_FOUND,[],,,,,,,,,
40NORSUD0000,31579554200036,NORSUD,1.0,DIRECT_ID,[],,,,,,,,,
40NOSIBE0000,44299734200021,NOSIBE,1.0,DIRECT_ID,[],,,,,,,,,
40NOVOTEL000,,,0.0,NOT_FOUND,[],,,,,,,,,
40NTSPROMO00,,,0.0,NOT_FOUND,[],,,,,,,,,
40NUEVAVISTA,89520051700012,NUEVA VISTA,1.0,DIRECT_ID,[],,,,,,,,,
40OLIVER0000,59200501100040,ETABLISSEMENTS OLIVER,1.0,DIRECT_ID,[],,,,,,,,,
40OLIVIER000,30642027400020,SARL OLIVIER FRERES,1.0,DIRECT_ID,[],,,,,,,,,
40OMAPILABEL,,,0.0,NOT_FOUND,[],,,,,,,,,
40OMNITRANS0,89919158900014,OMNITRANS,1.0,CALCULATED,[],,,,,,,,,
40ONE0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40ONET000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40OOCL000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40ORANGE0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40OTIS000000,54210780003935,OTIS,1.0,DIRECT_ID,[],,,,,,,,,
40OVH0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PAMARTE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PAPESPALY0,,,0.0,NOT_FOUND,[],,,,,,,,,
40PARISCOPIE,37887500900060,SOC NOUVELLE PARISCOPIE,1.0,DIRECT_ID,[],,,,,,,,,
40PARISEEXPE,,,0.0,NOT_FOUND,[],,,,,,,,,
40PATIOVERDE,,,0.0,NOT_FOUND,[],,,,,,,,,
40PERRENOT00,,,0.0,NOT_FOUND,[],,,,,,,,,
40PESAGE0000,45311982800011,PESAGE 94,0.95,STRICT_LOCAL,[],,,,,,,,,
40PHENIX0000,,,0.0,NOT_FOUND,"[""75084530700016""]",,,,,,,,,
40PHILIANCE0,,,0.0,NOT_FOUND,[],,,,,,,,,
40PHILIP0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PHONERESO0,,,0.0,NOT_FOUND,[],,,,,,,,,
40PHYTOC0000,49002404900028,PHYTOCONTROL ANALYTICS FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40PIERRELOUT,,,0.0,NOT_FOUND,[],,,,,,,,,
40PITHON0000,53043499200026,PITHON & ASSOCIES,0.6,CALCULATED,[],,,,,,,,,
40PLANQUOIS0,83356198800019,,1.0,DIRECT_ID,[],,,,,,,,,
40PLANTA0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PMS0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40POMONA0000,52985031500050,POMONA FOODTRADE,1.0,DIRECT_ID,[],,,,,,,,,
40POMONABOUR,,,0.0,NOT_FOUND,[],,,,,,,,,
40POMONATERR,55204499202622,POMONA,1.0,DIRECT_ID,[],,,,,,,,,
40PORSCHE000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PORTES ACC,33469181300052,WESTFALIA FRUIT FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40PREFECTURE,,,0.0,NOT_FOUND,[],,,,,,,,,
40PREMIUMTRA,53489852300020,PREMIUM TRADING,0.95,STRICT_LOCAL,[],,,,,,,,,
40PRESTANIM0,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRIMEURCOU,52988239100012,PRIMEURS COURTAGE,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEURS S,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRIMEURSER,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRIMEVER00,49798419500014,PRIMEVER ILE DE FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVERAG,83116199700018,PRIMEVER ILE DE FRANCE LOGISTIQUE,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVERCA,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRIMEVEREU,89479457700011,PRIMEVER EUROPE,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVERIN,81115636300020,PRIMEVER INTERNATIONAL,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVERPR,79006356400070,PRIMEVER PROVENCE,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVERRO,43963656400049,PRIMEVER ROUSSILLON,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVERTO,38397199100013,PRIMEVER TOURS,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMEVMEDI,95750830200073,PRIMEVER LOGISTIQUE MEDITERRANEE,1.0,DIRECT_ID,[],,,,,,,,,
40PRIMHERPOR,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRIMOUEST0,69201160400042,PRIMOUEST IMPEX,1.0,DIRECT_ID,[],,,,,,,,,
40PRODELEC00,82003751300018,PROD-ELEC MAINTENANCE,0.95,STRICT_LOCAL,[],,,,,,,,,
40PRODELEXOA,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRODIS0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRODIVA000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PROHACCP00,89338093100012,PROHACCP,1.0,DIRECT_ID,[],,,,,,,,,
40PROLOG0000,80827106800096,PROLOG SAS,1.0,DIRECT_ID,[],,,,,,,,,
40PROMAN1110,75074149800190,PROMAN 111,1.0,DIRECT_ID,[],,,,,,,,,
40PROMOBOX00,42297729800039,PROMOBOX,0.8,CALCULATED,"[""50135160500016"", ""89365987000032""]",,,,,,,,,
40PROMOUVOIR,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRONATURA0,40180604700023,PRO NATURA,1.0,DIRECT_ID,[],,,,,,,,,
40PRONATURAR,40180604700114,PRO NATURA,1.0,DIRECT_ID,[],,,,,,,,,
40PROQUAI000,79171464500011,PROQUAI PARIS,1.0,DIRECT_ID,[],,,,,,,,,
40PROSOL0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PRUDENT000,65715007400026,DOMINIQUE PRUDENT,1.0,DIRECT_ID,[],,,,,,,,,
40PSG0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PSL0000000,49115648500022,PSL FRANCE,1.0,DIRECT_ID,[],,,,,,,,,
40PUBLIART00,42823403300036,PUBLIART,1.0,DIRECT_ID,[],,,,,,,,,
40PUECHMONTA,45226526700016,PUECH MONTANA,1.0,DIRECT_ID,[],,,,,,,,,
40PUJOL00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PULPFRUITS,,,0.0,NOT_FOUND,[],,,,,,,,,
40PVH0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40PWC0000000,67200648300362,PRICEWATERHOUSECOOPERS AUDIT,1.0,DIRECT_ID,[],,,,,,,,,
40QAPAINTERI,,,0.0,NOT_FOUND,[],,,,,,,,,
40RANDSTAD00,,,0.0,NOT_FOUND,[],,,,,,,,,
40RAS0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40RAYSER0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40RCTRADING0,83224731600025,RC TRADING,1.0,DIRECT_ID,[],,,,,,,,,
40RDT0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40RECYDIS000,47829429100016,RECYDIS,1.0,DIRECT_ID,[],,,,,,,,,
40RECYGO0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40REFALY0000,52924172100024,REFALY,1.0,CALCULATED,[],,,,,,,,,
40REFLEXE000,43956883300040,REFLEX INSERIM,1.0,DIRECT_ID,[],,,,,,,,,
40REGALI0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40REGIEDESEA,,,0.0,NOT_FOUND,[],,,,,,,,,
40REGISTER00,,,0.0,NOT_FOUND,[],,,,,,,,,
40RENTO00000,,,0.0,NOT_FOUND,[],,,,,,,,,
40RESTAUPRO0,,,0.0,NOT_FOUND,[],,,,,,,,,
40RETAIL0000,,,0.0,NOT_FOUND,"[""98208464200015""]",,,,,,,,,
40REUSSIR000,38830863700056,REUSSIR,1.0,DIRECT_ID,[],,,,,,,,,
40REY0000000,55420081600383,PHILIPPE REY SA-TRANSIT TRANSPORTS,1.0,DIRECT_ID,[],,,,,,,,,
40RG FRANCE0,,,0.0,NOT_FOUND,[],,,,,,,,,
40RIBEGROUPE,50082937900014,RIBEGROUPE,1.0,DIRECT_ID,[],,,,,,,,,
40RIVERCHELL,33214896400098,RIVERCHELLES,0.8,CALCULATED,"[""49028236500033""]",,,,,,,,,
40RNT0000000,,,0.0,NOT_FOUND,[],,,,,,,,,
40ROADFROID0,,,0.0,NOT_FOUND,[],,,,,,,,,
40ROBERT0000,34026995000010,SARL LE MAS ROBERTY,1.0,DIRECT_ID,[],,,,,,,,,
40ROUX000000,30717862400010,ETABLISSEMENTS ROUX SARL,1.0,DIRECT_ID,[],,,,,,,,,
40ROYALEXO00,,,0.0,NOT_FOUND,[],,,,,,,,,
40RUINART000,,,0.0,NOT_FOUND,"[""43140590100015"", ""35356600300011""]",,,,,,,,,
40RUNGIS0000,,,0.0,NOT_FOUND,[],,,,,,,,,
40RUNGISEMBA,,,0.0,NOT_FOUND,[],,,,,,,,,
40RUNGISIMPR,,,0.0,NOT_FOUND,[],,,,,,,,,
40RUNGISLOG0,84000040000019,RUNGIS LOGISTIQUE,1.0,DIRECT_ID,[],,,,,,,,,
40SAFMARINEF,,,0.0,NOT_FOUND,[],,,,,,,,,
40SAGE000000,31396612900857,SAGE,1.0,DIRECT_ID,[],,,,,,,,,
40SAICAPACK0,,,0.0,NOT_FOUND,[],,,,,,,,,
